SP,SPEC,CONF,COMMONNAME,SCINAME,SPEC6,CONF6,LANDBIRD
,WTFL,,White-throated Flycatcher,Empidonax albigularis,EMPALB,,TRUE
,LEFL,,Least Flycatcher,Empidonax minimus,EMPMIN,,TRUE
,HAFL,,Hammond's Flycatcher,Empidonax hammondii,EMPHAM,,TRUE
+,HDFL,,Hammond's/Dusky Flycatcher,Empidonax hammondii/oberholseri,EMPHAO,,TRUE
,GRFL,,Gray Flycatcher,Empidonax wrightii,EMPWRI,,TRUE
,DUFL,,Dusky Flycatcher,Empidonax oberholseri,EMPOBE,,TRUE
,PINF,*,Pine Flycatcher,Empidonax affinis,EMPAFF,,TRUE
,PSFL,,Pacific-slope Flycatcher,Empidonax difficilis,EMPDIF,,TRUE
+,WEFL,,Western Flycatcher,Empidonax difficilis/occidentalis,EMPDIO,,TRUE
,COFL,,Cordilleran Flycatcher,Empidonax occidentalis,EMPOCC,,TRUE
,YEFL,,Yellowish Flycatcher,Empidonax flavescens,EMPFLC,*,TRUE
,BBFL,,Buff-breasted Flycatcher,Empidonax fulvifrons,EMPFUL,,TRUE
,BCAF,*,Black-capped Flycatcher,Empidonax atriceps,EMPATR,,TRUE
+,UEFL,,Unidentified Empidonax Flycatcher,Empidonax (sp),EMPSPE,,TRUE
,BLPH,,Black Phoebe,Sayornis nigricans,SAYNIG,,TRUE
,EAPH,,Eastern Phoebe,Sayornis phoebe,SAYPHO,,TRUE
,SAPH,,Say's Phoebe,Sayornis saya,SAYSAY,,TRUE
,VEFL,,Vermilion Flycatcher,Pyrocephalus rubinus,PYRRUB,,TRUE
,PIWT,,Pied Water-Tyrant,Fluvicola pica,FLUPIC,,TRUE
,NOSF,,Northern Scrub-Flycatcher,Sublegatus arenarum,SUBARE,,TRUE
,LTTY,,Long-tailed Tyrant,Colonia colonus,COLCOL,,TRUE
+,UNFL,,Unidentified Flycatcher,"Tyrannidae (gen, sp)",TYRGEN,,TRUE
,BROS,*,Brown Shrike,Lanius cristatus,LANCRI,,TRUE
,RBSH,,Red-backed Shrike,Lanius collurio,LANCOL,,TRUE
,LOSH,,Loggerhead Shrike,Lanius ludovicianus,LANLUD,,TRUE
,NSHR,*,Northern Shrike,Lanius borealis,LANBOR,,TRUE
,RBPE,,Rufous-browed Peppershrike,Cyclarhis gujanensis,CYCGUJ,,TRUE
,SCRG,*,Scrub Greenlet,Hylophilus flavipes,HYLFLA,,TRUE
,CSSV,,Chestnut-sided Shrike-Vireo,Vireolanius melitophrys,VIRMEL,,TRUE
,GRSV,,Green Shrike-Vireo,Vireolanius pulchellus,VIRPUL,,TRUE
,YBSV,,Yellow-browed Shrike-Vireo,Vireolanius eximius,VIREXI,,TRUE
,TCGR,,Tawny-crowned Greenlet,Tunchiornis ochraceiceps,TUNOCH,,TRUE
,LESG,*,Lesser Greenlet,Pachysylvia decurtata,PACDEC,,TRUE
,GFGR,,Golden-fronted Greenlet,Pachysylvia aurantiifrons,PACAUR,,TRUE
,GOVI,,Golden Vireo,Vireo hypochryseus,VIRHYP,,TRUE
,BMVI,,Blue Mountain Vireo,Vireo osburni,VIROSB,,TRUE
,SLVI,,Slaty Vireo,Vireo brevipennis,VIRBRE,,TRUE
,BCVI,,Black-capped Vireo,Vireo atricapilla,VIRATR,,TRUE
,DWVI,,Dwarf Vireo,Vireo nelsoni,VIRNEL,,TRUE
,WEVI,,White-eyed Vireo,Vireo griseus,VIRGRI,,TRUE
,TBVI,,Thick-billed Vireo,Vireo crassirostris,VIRCRA,,TRUE
,MAVI,,Mangrove Vireo,Vireo pallens,VIRPAL,,TRUE
,COVI,,Cozumel Vireo,Vireo bairdi,VIRBAI,,TRUE
,SAVI,,San Andres Vireo,Vireo caribaeus,VIRCAB,*,TRUE
,JAVI,,Jamaican Vireo,Vireo modestus,VIRMOD,,TRUE
,CUVI,,Cuban Vireo,Vireo gundlachii,VIRGUN,,TRUE
,PRVI,,Puerto Rican Vireo,Vireo latimeri,VIRLAT,,TRUE
,FBVI,,Flat-billed Vireo,Vireo nanus,VIRNAN,,TRUE
,BEVI,,Bell's Vireo,Vireo bellii,VIRBEL,,TRUE
+,LBVI,,Least Bell's Vireo,Vireo bellii pusillus,VIRBPU,,TRUE
,GRVI,,Gray Vireo,Vireo vicinior,VIRVIC,,TRUE
,HUVI,,Hutton's Vireo,Vireo huttoni,VIRHUT,,TRUE
,YTVI,,Yellow-throated Vireo,Vireo flavifrons,VIRFLF,*,TRUE
,YWVI,,Yellow-winged Vireo,Vireo carmioli,VIRCAM,*,TRUE
,CAVI,,Cassin's Vireo,Vireo cassinii,VIRCAS,,TRUE
,BHVI,,Blue-headed Vireo,Vireo solitarius,VIRSOL,,TRUE
+,SOVI,,Solitary Vireo,Vireo (sp),VIRSPE,,TRUE
,PLVI,,Plumbeous Vireo,Vireo plumbeus,VIRPLU,,TRUE
,PHVI,,Philadelphia Vireo,Vireo philadelphicus,VIRPHI,,TRUE
,WAVI,,Warbling Vireo,Vireo gilvus,VIRGIL,,TRUE
,BCAV,*,Brown-capped Vireo,Vireo leucophrys,VIRLEU,,TRUE
,REVI,,Red-eyed Vireo,Vireo olivaceus,VIROLI,,TRUE
,YGVI,,Yellow-green Vireo,Vireo flavoviridis,VIRFLD,*,TRUE
,BWVI,,Black-whiskered Vireo,Vireo altiloquus,VIRALT,,TRUE
,YUVI,,Yucatan Vireo,Vireo magister,VIRMAG,,TRUE
,CAJA,,Canada Jay,Perisoreus canadensis,PERCAN,,TRUE
,WTJA,,White-throated Jay,Cyanolyca mirabilis,CYAMIR,,TRUE
,DWJA,,Dwarf Jay,Cyanolyca nanus,CYANAN,,TRUE
,BTJA,,Black-throated Jay,Cyanolyca pumilo,CYAPUM,,TRUE
,STHJ,*,Silvery-throated Jay,Cyanolyca argentigula,CYAARG,,TRUE
,AHJA,,Azure-hooded Jay,Cyanolyca cucullata,CYACUC,,TRUE
,BTMJ,,Black-throated Magpie-Jay,Calocitta colliei,CALCOL,,TRUE
,WTMJ,,White-throated Magpie-Jay,Calocitta formosa,CALFOR,,TRUE
,BRJA,,Brown Jay,Psilorhinus morio,PSIMOR,,TRUE
,TUJA,,Tufted Jay,Cyanocorax dickeyi,CYADIC,,TRUE
,BCHJ,*,Black-chested Jay,Cyanocorax affinis,CYAAFF,,TRUE
,GRJA,,Green Jay,Cyanocorax yncas,CYAYNC,,TRUE
,BCRJ,*,Bushy-crested Jay,Cyanocorax melanocyaneus,CYAMEL,,TRUE
,SBJA,,San Blas Jay,Cyanocorax sanblasianus,CYASAN,,TRUE
,YUJA,,Yucatan Jay,Cyanocorax yucatanicus,CYAYUC,,TRUE
,PBJA,,Purplish-backed Jay,Cyanocorax beecheii,CYABEE,,TRUE
,PIJA,,Pinyon Jay,Gymnorhinus cyanocephalus,GYMCYA,,TRUE
,STJA,,Steller's Jay,Cyanocitta stelleri,CYASTE,,TRUE
,BLJA,,Blue Jay,Cyanocitta cristata,CYACRI,,TRUE
,FLSJ,,Florida Scrub-Jay,Aphelocoma coerulescens,APHCOE,,TRUE
,ISSJ,,Island Scrub-Jay,Aphelocoma insularis,APHINS,,TRUE
,CASJ,,California Scrub-Jay,Aphelocoma californica,APHCAL,,TRUE
,WOSJ,,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,APHWOO,,TRUE
,TRJA,,Transvolcanic Jay,Aphelocoma ultramarina,APHULT,,TRUE
,MEJA,,Mexican Jay,Aphelocoma wollweberi,APHWOL,,TRUE
,UNJA,,Unicolored Jay,Aphelocoma unicolor,APHUNI,,TRUE
,CLNU,,Clark's Nutcracker,Nucifraga columbiana,NUCCOL,,TRUE
,BBMA,,Black-billed Magpie,Pica hudsonia,PICHUD,,TRUE
,YBMA,,Yellow-billed Magpie,Pica nuttalli,PICNUT,,TRUE
,EUJA,,Eurasian Jackdaw,Corvus monedula,CORMON,,TRUE
,ROOK,,Rook,Corvus frugilegus,CORFRU,,TRUE
,AMCR,,American Crow,Corvus brachyrhynchos,CORBRA,,TRUE
,PACR,,Palm Crow,Corvus palmarum,CORPAL,,TRUE
,CUCR,,Cuban Crow,Corvus nasicus,CORNAS,,TRUE
,WNCR,,White-necked Crow,Corvus leucognaphalus,CORLEU,,TRUE
,HOCR,,Hooded Crow,Corvus cornix,CORCOR,,TRUE
,JACR,,Jamaican Crow,Corvus jamaicensis,CORJAM,,TRUE
,TACR,,Tamaulipas Crow,Corvus imparatus,CORIMP,,TRUE
,SICR,,Sinaloa Crow,Corvus sinaloae,CORSIN,,TRUE
,FICR,,Fish Crow,Corvus ossifragus,COROSS,,TRUE
,HCRO,*,Hawaiian Crow,Corvus hawaiiensis,CORHAW,,TRUE
+,UNCR,,Unidentified Crow,Corvus (sp),CORSPE,,TRUE
,CHRA,,Chihuahuan Raven,Corvus cryptoleucus,CORCRY,,TRUE
,CORA,,Common Raven,Corvus corax,CORCOX,*,TRUE
,KAEL,,Kauai Elepaio,Chasiempis sclateri,CHASCL,,TRUE
,OAEL,,Oahu Elepaio,Chasiempis ibidis,CHAIBI,,TRUE
,HAEL,,Hawaii Elepaio,Chasiempis sandwichensis,CHASAN,,TRUE
,EUSK,,Eurasian Skylark,Alauda arvensis,ALAARV,,TRUE
,HOLA,,Horned Lark,Eremophila alpestris,EREALP,,TRUE
,BANS,*,Bank Swallow,Riparia riparia,RIPRIP,,TRUE
,TRES,*,Tree Swallow,Tachycineta bicolor,TACBIC,,TRUE
,BAHS,*,Bahama Swallow,Tachycineta cyaneoviridis,TACCYA,,TRUE
,VGSW,,Violet-green Swallow,Tachycineta thalassina,TACTHA,,TRUE
,GOSW,,Golden Swallow,Tachycineta euchrysea,TACEUC,,TRUE
,MANS,*,Mangrove Swallow,Tachycineta albilinea,TACALB,,TRUE
,BCSW,,Black-capped Swallow,Atticora pileata,ATTPIL,,TRUE
,WTGS,*,White-thighed Swallow,Atticora tibialis,ATTTIB,,TRUE
,BAWS,,Blue-and-white Swallow,Pygochelidon cyanoleuca,PYGCYA,,TRUE
,NRWS,,Northern Rough-winged Swallow,Stelgidopteryx serripennis,STESER,,TRUE
,SRWS,,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,STERUF,,TRUE
,BCMA,,Brown-chested Martin,Progne tapera,PROTAP,,TRUE
,PUMA,,Purple Martin,Progne subis,PROSUB,,TRUE
,SOMA,,Southern Martin,Progne elegans,PROELE,,TRUE
,GYBM,*,Gray-breasted Martin,Progne chalybea,PROCHA,,TRUE
,SIMA,,Sinaloa Martin,Progne sinaloae,PROSIN,,TRUE
,CUMA,,Cuban Martin,Progne cryptoleuca,PROCRY,,TRUE
,CAMA,,Caribbean Martin,Progne dominicensis,PRODOM,,TRUE
,BARS,*,Barn Swallow,Hirundo rustica,HIRRUS,,TRUE
,COHM,,Common House-Martin,Delichon urbicum,DELURB,,TRUE
,CLSW,,Cliff Swallow,Petrochelidon pyrrhonota,PETPYR,,TRUE
,CASW,,Cave Swallow,Petrochelidon fulva,PETFUL,,TRUE
+,UNSW,,Unidentified Swallow,"Hirundinidae (gen, sp)",HIRGSP,,TRUE
,CACH,,Carolina Chickadee,Poecile carolinensis,POECAR,,TRUE
+,CBCC,*,Carolina X Black-c. Chickadee Hybrid,Poecile carolinensis x atricapilla,POECAA,,TRUE
,BCCH,,Black-capped Chickadee,Poecile atricapillus,POEATR,,TRUE
,MOCH,,Mountain Chickadee,Poecile gambeli,POEGAM,,TRUE
,MECH,,Mexican Chickadee,Poecile sclateri,POESCL,,TRUE
,CBCH,,Chestnut-backed Chickadee,Poecile rufescens,POERUF,,TRUE
,BOCH,,Boreal Chickadee,Poecile hudsonicus,POEHUD,,TRUE
,GHCH,,Gray-headed Chickadee,Poecile cinctus,POECIN,,TRUE
+,UPCH,,Unidentified Poecile Chickadee,Poecile (sp),POESPE,,TRUE
,BRTI,,Bridled Titmouse,Baeolophus wollweberi,BAEWOL,,TRUE
,OATI,,Oak Titmouse,Baeolophus inornatus,BAEINO,,TRUE
,JUTI,,Juniper Titmouse,Baeolophus ridgwayi,BAERID,,TRUE
,TUTI,,Tufted Titmouse,Baeolophus bicolor,BAEBIC,,TRUE
,BCTI,,Black-crested Titmouse,Baeolophus atricristatus,BAEATR,,TRUE
,VERD,,Verdin,Auriparus flaviceps,AURFLA,,TRUE
,BUSH,,Bushtit,Psaltriparus minimus,PSAMIN,,TRUE
,RBNU,,Red-breasted Nuthatch,Sitta canadensis,SITCAN,,TRUE
,WBNU,,White-breasted Nuthatch,Sitta carolinensis,SITCAR,,TRUE
,PYNU,,Pygmy Nuthatch,Sitta pygmaea,SITPYG,,TRUE
,BHNU,,Brown-headed Nuthatch,Sitta pusilla,SITPUS,,TRUE
,BRCR,,Brown Creeper,Certhia americana,CERAME,,TRUE
,ROWR,,Rock Wren,Salpinctes obsoletus,SALOBS,,TRUE
,NIWR,,Nightingale Wren,Microcerculus philomela,MICPHI,,TRUE
,SCBW,*,Scaly-breasted Wren,Microcerculus marginatus,MICMAR,,TRUE
,CANW,*,Canyon Wren,Catherpes mexicanus,CAPMEX,*,TRUE
,SUWR,,Sumichrast's Wren,Hylorchilus sumichrasti,HYLSUM,,TRUE
,NAWR,,Nava's Wren,Hylorchilus navai,HYLNAV,,TRUE
,ZAWR,,Zapata Wren,Ferminia cerverai,FERCER,,TRUE
,HOWR,,House Wren,Troglodytes aedon,TROAED,,TRUE
+,SOHW,,Southern House-Wren,Troglodytes aedon musculus,TROAMU,,TRUE
,SOCW,*,Socorro Wren,Troglodytes sissonii,TROSIS,,TRUE
,CLWR,,Clarion Wren,Troglodytes tanneri,TROTAN,,TRUE
,RBWW,*,Rufous-browed Wren,Troglodytes rufociliatus,TRORUC,*,TRUE
,OCWR,,Ochraceous Wren,Troglodytes ochraceus,TROOCH,,TRUE
,PAWR,,Pacific Wren,Troglodytes pacificus,TROPAC,,TRUE
,WIWR,,Winter Wren,Troglodytes hiemalis,TROHIE,,TRUE
,TIWR,,Timberline Wren,Thryorchilus browni,THRBRO,,TRUE
,SEWR,,Sedge Wren,Cistothorus platensis,CISPLA,,TRUE
,MAWR,,Marsh Wren,Cistothorus palustris,CISPAL,,TRUE
,CARW,*,Carolina Wren,Thryothorus ludovicianus,THRLUD,,TRUE
,BEWR,,Bewick's Wren,Thryomanes bewickii,THRBEW,,TRUE
,WHWR,,White-headed Wren,Campylorhynchus albobrunneus,CAMALB,,TRUE
,BABW,*,Band-backed Wren,Campylorhynchus zonatus,CAMZON,,TRUE
,GBWR,,Gray-barred Wren,Campylorhynchus megalopterus,CAMMEG,,TRUE
,GIWR,,Giant Wren,Campylorhynchus chiapensis,CAMCHI,,TRUE
,BIWR,,Bicolored Wren,Campylorhynchus griseus,CAMGRI,,TRUE
,RNAW,*,Rufous-naped Wren,Campylorhynchus rufinucha,CAMRUF,,TRUE
,SPWR,,Spotted Wren,Campylorhynchus gularis,CAMGUL,,TRUE
,BOWR,,Boucard's Wren,Campylorhynchus jocosus,CAMJOC,,TRUE
,YUWR,,Yucatan Wren,Campylorhynchus yucatanicus,CAMYUC,,TRUE
,CACW,*,Cactus Wren,Campylorhynchus brunneicapillus,CAMBRU,,TRUE
,SHWR,,Sooty-headed Wren,Pheugopedius spadix,PHESPA,,TRUE
,BTWR,,Black-throated Wren,Pheugopedius atrogularis,PHEATR,,TRUE
,RBSW,*,Rufous-breasted Wren,Pheugopedius rutilus,PHERUT,,TRUE
,SBSW,*,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,,TRUE
,HAWR,,Happy Wren,Pheugopedius felix,PHEFEL,,TRUE
,BBEW,*,Black-bellied Wren,Pheugopedius fasciatoventris,PHEFAS,,TRUE
,RAWW,,Rufous-and-white Wren,Thryophilus rufalbus,THRRUL,*,TRUE
,SIWR,,Sinaloa Wren,Thryophilus sinaloa,THRSIN,,TRUE
,BANW,*,Banded Wren,Thryophilus pleurostictus,THRPLE,,TRUE
,STWR,,Stripe-throated Wren,Cantorchilus leucopogon,CANLEP,*,TRUE
,SIBW,*,Stripe-breasted Wren,Cantorchilus thoracicus,CANTHO,,TRUE
,CABW,*,Cabanis's Wren,Cantorchilus modestus,CANMOD,,TRUE
,CAKW,*,Canebrake Wren,Cantorchilus zeledoni,CANZEL,,TRUE
,ISWR,,Isthmian Wren,Cantorchilus elutus,CANELU,,TRUE
,BAYW,*,Bay Wren,Cantorchilus nigricapillus,CANNIG,,TRUE
,RIWR,,Riverside Wren,Cantorchilus semibadius,CANSEM,,TRUE
,BBRW,*,Buff-breasted Wren,Cantorchilus leucotis,CANLET,*,TRUE
,WBWR,,White-bellied Wren,Uropsila leucogastra,UROLEU,,TRUE
,WBWW,,White-breasted Wood-Wren,Henicorhina leucosticta,HENLES,*,TRUE
,GBWW,,Gray-breasted Wood-Wren,Henicorhina leucophrys,HENLEP,*,TRUE
,SONW,*,Song Wren,Cyphorhinus phaeocephalus,CYPPHA,,TRUE
+,UNWR,,Unidentified Wren,"Troglodytidae (gen, sp)",TRGGSP,*,TRUE
,TFGN,,Tawny-faced Gnatwren,Microbates cinereiventris,MICCIN,,TRUE
,LBGN,,Long-billed Gnatwren,Ramphocaenus melanurus,RAMMEL,,TRUE
,BGGN,,Blue-gray Gnatcatcher,Polioptila caerulea,POLCAE,,TRUE
,CUGN,,Cuban Gnatcatcher,Polioptila lembeyei,POLLEM,,TRUE
,CAGN,,California Gnatcatcher,Polioptila californica,POLCAL,,TRUE
,BTGN,,Black-tailed Gnatcatcher,Polioptila melanura,POLMEL,,TRUE
,BCGN,,Black-capped Gnatcatcher,Polioptila nigriceps,POLNIG,,TRUE
,WLGN,,White-lored Gnatcatcher,Polioptila albiloris,POLALL,*,TRUE
,YUGN,,Yucatan Gnatcatcher,Polioptila albiventris,POLALV,*,TRUE
,TRGN,,Tropical Gnatcatcher,Polioptila plumbea,POLPLU,,TRUE
,STGN,,Slate-throated Gnatcatcher,Polioptila schistaceigula,POLSCH,,TRUE
,AMDI,,American Dipper,Cinclus mexicanus,CINMEX,,TRUE
,RVBU,,Red-vented Bulbul,Pycnonotus cafer,PYCCAF,,TRUE
,RWBU,,Red-whiskered Bulbul,Pycnonotus jocosus,PYCJOC,,TRUE
,GCKI,,Golden-crowned Kinglet,Regulus satrapa,REGSAT,,TRUE
,RCKI,,Ruby-crowned Kinglet,Regulus calendula,REGCAL,,TRUE
,JABW,,Japanese Bush-Warbler,Horornis diphone,HORDIP,,TRUE
,WILW,*,Willow Warbler,Phylloscopus trochilus,PHYTRO,,TRUE
,CCHI,*,Common Chiffchaff,Phylloscopus collybita,PHYCOL,,TRUE
,WOWA,,Wood Warbler,Phylloscopus sibilatrix,PHYSIB,,TRUE
,DUWA,,Dusky Warbler,Phylloscopus fuscatus,PHYFUS,,TRUE
,PLEW,*,Pallas's Leaf Warbler,Phylloscopus proregulus,PHYPRO,,TRUE
,YBWA,,Yellow-browed Warbler,Phylloscopus inornatus,PHYINO,,TRUE
,ARWA,,Arctic Warbler,Phylloscopus borealis,PHYBOR,,TRUE
+,AKLW,,Arctic/Kamchatka Leaf Warbler,Phylloscopus borealis/examinandus,PHYBOE,,TRUE
,KLWA,,Kamchatka Leaf Warbler,Phylloscopus examinandus,PHYEXA,,TRUE
,EUBC,*,Eurasian Blackcap,Sylvia atricapilla,SYLATR,,TRUE
,LEWH,,Lesser Whitethroat,Sylvia curruca,SYLCUR,,TRUE
,WREN,,Wrentit,Chamaea fasciata,CHAFAS,,TRUE
,WAWE,,Warbling White-eye,Zosterops japonicus,ZOSJAP,,TRUE
,GNLA,,Greater Necklaced Laughingthrush,Garrulax pectoralis,GARPEC,,TRUE
,HWAM,,Hwamei,Garrulax canorus,GARCAN,,TRUE
,RBLE,,Red-billed Leiothrix,Leiothrix lutea,LEILUT,,TRUE
,TBWA,,Thick-billed Warbler,Arundinax aedon,ARUAED,,TRUE
,MILL,,Millerbird,Acrocephalus familiaris,ACRFAM,,TRUE
,SEWA,,Sedge Warbler,Acrocephalus schoenobaenus,ACRSCH,,TRUE
,BREW,*,Blyth's Reed Warbler,Acrocephalus dumetorum,ACRDUM,,TRUE
,BCDO,,Black-capped Donacobius,Donacobius atricapilla,DONATR,,TRUE
,MIGW,,Middendorff's Grasshopper-Warbler,Helopsaltes ochotensis,HELOCH,,TRUE
,LANW,*,Lanceolated Warbler,Locustella lanceolata,LOCLAN,,TRUE
,RIWA,,River Warbler,Locustella fluviatilis,LOCFLU,,TRUE
,GSFL,,Gray-streaked Flycatcher,Muscicapa griseisticta,MUSGRI,,TRUE
,ABFL,,Asian Brown Flycatcher,Muscicapa dauurica,MUSDAU,,TRUE
,SPFL,,Spotted Flycatcher,Muscicapa striata,MUSSTR,,TRUE
,DSFL,,Dark-sided Flycatcher,Muscicapa sibirica,MUSSIB,,TRUE
,WRSH,,White-rumped Shama,Copsychus malabaricus,COPMAL,,TRUE
,EURO,,European Robin,Erithacus rubecula,ERIRUB,,TRUE
,SBRO,,Siberian Blue Robin,Larvivora cyane,LARCYA,,TRUE
,RTRO,,Rufous-tailed Robin,Larvivora sibilans,LARSIB,,TRUE
,BLUE,,Bluethroat,Cyanecula svecica,CYASVE,,TRUE
,SIRU,,Siberian Rubythroat,Calliope calliope,CALCAP,*,TRUE
,RFBL,,Red-flanked Bluetail,Tarsiger cyanurus,TARCYA,,TRUE
,NAFL,,Narcissus Flycatcher,Ficedula narcissina,FICNAR,,TRUE
,MUFL,,Mugimaki Flycatcher,Ficedula mugimaki,FICMUG,,TRUE
,TAFL,,Taiga Flycatcher,Ficedula albicilla,FICALB,,TRUE
,CRET,*,Common Redstart,Phoenicurus phoenicurus,PHOPHO,,TRUE
,STON,,Stonechat,Saxicola torquatus,SAXTOR,,TRUE
,NOWH,,Northern Wheatear,Oenanthe oenanthe,OENOEN,,TRUE
,PIWH,,Pied Wheatear,Oenanthe pleschanka,OENPLE,,TRUE
,EABL,,Eastern Bluebird,Sialia sialis,SIASIA,,TRUE
,WEBL,,Western Bluebird,Sialia mexicana,SIAMEX,,TRUE
+,WMBH,,Western X Mountain Bluebird Hybrid,Sialia mexicana x currucoides,SIAMEC,,TRUE
,MOBL,,Mountain Bluebird,Sialia currucoides,SIACUR,,TRUE
,TOSO,,Townsend's Solitaire,Myadestes townsendi,MYATOW,,TRUE
,BBSO,,Brown-backed Solitaire,Myadestes occidentalis,MYAOCC,,TRUE
,CUSO,,Cuban Solitaire,Myadestes elisabeth,MYAELI,,TRUE
,RTSO,,Rufous-throated Solitaire,Myadestes genibarbis,MYAGEN,,TRUE
,BFSO,,Black-faced Solitaire,Myadestes melanops,MYAMEL,,TRUE
,VASO,,Varied Solitaire,Myadestes coloratus,MYACOL,,TRUE
,SCSO,,Slate-colored Solitaire,Myadestes unicolor,MYAUNI,,TRUE
,KAMA,,Kamao,Myadestes myadestinus,MYAMYA,,TRUE
,AMAU,,Amaui,Myadestes woahensis,MYAWOA,,TRUE
,OLOM,,Olomao,Myadestes lanaiensis,MYALAN,,TRUE
,OMAO,,Omao,Myadestes obscurus,MYAOBS,,TRUE
,PUAI,,Puaiohi,Myadestes palmeri,MYAPAL,,TRUE
,WHTH,,White's Thrush,Zoothera aurea,ZOOAUR,,TRUE
,BBNT,,Black-billed Nightingale-Thrush,Catharus gracilirostris,CATGRA,,TRUE
,OBNT,,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,CATAUN,*,TRUE
,SBNT,,Slaty-backed Nightingale-Thrush,Catharus fuscater,CATFUT,*,TRUE
,RUNT,,Russet Nightingale-Thrush,Catharus occidentalis,CATOCC,,TRUE
,RCNT,,Ruddy-capped Nightingale-Thrush,Catharus frantzii,CATFRA,,TRUE
,BHNT,,Black-headed Nightingale-Thrush,Catharus mexicanus,CASMEX,*,TRUE
,SPNT,,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,,TRUE
,VEER,,Veery,Catharus fuscescens,CATFUN,*,TRUE
,GCTH,,Gray-cheeked Thrush,Catharus minimus,CATMIN,,TRUE
+,GCBT,,Gray-cheeked/Bicknell's Thrush,Catharus minimus/bicknelli,CATMIB,,TRUE
,BITH,,Bicknell's Thrush,Catharus bicknelli,CATBIC,,TRUE
,SWTH,,Swainson's Thrush,Catharus ustulatus,CATUST,,TRUE
,HETH,,Hermit Thrush,Catharus guttatus,CATGUT,,TRUE
,WOTH,,Wood Thrush,Hylocichla mustelina,HYLMUS,,TRUE
,MITH,,Mistle Thrush,Turdus viscivorus,TURVIS,,TRUE
,EUBB,*,Eurasian Blackbird,Turdus merula,TURMER,,TRUE
,EYTH,,Eyebrowed Thrush,Turdus obscurus,TUROBC,*,TRUE
,DUTH,,Dusky Thrush,Turdus eunomus,TUREUN,,TRUE
,FIEL,,Fieldfare,Turdus pilaris,TURPIL,,TRUE
,REDW,,Redwing,Turdus iliacus,TURILI,,TRUE
,SOTH,,Song Thrush,Turdus philomelos,TURPHI,,TRUE
,SOOT,*,Sooty Thrush,Turdus nigrescens,TURNIG,,TRUE
,BLTH,,Black Thrush,Turdus infuscatus,TURINF,,TRUE
,MOTH,,Mountain Thrush,Turdus plebejus,TURPLE,,TRUE
,COCT,*,Cocoa Thrush,Turdus fumigatus,TURFUM,,TRUE
,PVTH,,Pale-vented Thrush,Turdus obsoletus,TUROBL,*,TRUE
,CCTH,,Clay-colored Thrush,Turdus grayi,TURGRA,,TRUE
,SPTH,,Spectacled Thrush,Turdus nudigenis,TURNUD,,TRUE
,WETH,,White-eyed Thrush,Turdus jamaicensis,TURJAM,,TRUE
,WTTH,,White-throated Thrush,Turdus assimilis,TURASS,,TRUE
,RBRO,,Rufous-backed Robin,Turdus rufopalliatus,TURRUP,*,TRUE
,RCRO,,Rufous-collared Robin,Turdus rufitorques,TURRUT,*,TRUE
,AMRO,,American Robin,Turdus migratorius,TURMIG,,TRUE
,LSTH,,La Selle Thrush,Turdus swalesi,TURSWA,,TRUE
,WCTH,,White-chinned Thrush,Turdus aurantius,TURAUR,,TRUE
,GCAT,*,Grand Cayman Thrush,Turdus ravidus,TURRAV,,TRUE
,RLTH,,Red-legged Thrush,Turdus plumbeus,TURPLU,,TRUE
,FOTH,,Forest Thrush,Turdus lherminieri,TURLHE,,TRUE
,VATH,,Varied Thrush,Ixoreus naevius,IXONAE,,TRUE
+,UNTH,,Unidentified Thrush,"Turdidae (gen, sp)",TURGSP,,TRUE
,AZTH,,Aztec Thrush,Ridgwayia pinicola,RIDPIN,,TRUE
,BLMO,,Blue Mockingbird,Melanotis caerulescens,MELCAE,,TRUE
,BAWM,,Blue-and-white Mockingbird,Melanotis hypoleucus,MELHYC,*,TRUE
,BLCA,,Black Catbird,Melanoptila glabrirostris,MELGLA,,TRUE
,GRCA,,Gray Catbird,Dumetella carolinensis,DUMCAR,,TRUE
,WBTH,,White-breasted Thrasher,Ramphocinclus brachyurus,RAMBRA,,TRUE
,SBTH,,Scaly-breasted Thrasher,Allenia fusca,ALLFUC,,TRUE
,PETH,,Pearly-eyed Thrasher,Margarops fuscatus,MARFUS,,TRUE
,BRTR,,Brown Trembler,Cinclocerthia ruficauda,CINRUF,,TRUE
,GRTR,,Gray Trembler,Cinclocerthia gutturalis,CINGUT,,TRUE
,CBTH,,Curve-billed Thrasher,Toxostoma curvirostre,TOXCUR,,TRUE
,OCTH,,Ocellated Thrasher,Toxostoma ocellatum,TOXOCE,,TRUE
,BRTH,,Brown Thrasher,Toxostoma rufum,TOXRUF,,TRUE
,LBTH,,Long-billed Thrasher,Toxostoma longirostre,TOXLON,,TRUE
,COZT,*,Cozumel Thrasher,Toxostoma guttatum,TOXGUT,,TRUE
,BETH,,Bendire's Thrasher,Toxostoma bendirei,TOXBEN,,TRUE
,GRAT,*,Gray Thrasher,Toxostoma cinereum,TOXCIN,,TRUE
,CATH,,California Thrasher,Toxostoma redivivum,TOXRED,,TRUE
